title,department
ADM 5770 Gestion de l'information (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 5780 Modèles de décision en gestion des opérations (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6001 CO-OP WORK TERM (6 crédits / 6 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6002 CO-OP WORK TERM (6 crédits / 6 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6099 Stage / Internship (6 crédits / 6 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6110 Function. and Organization Government (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6117 Manpower Resource Development (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6141 Seminar Public Systems I Transport (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6190 Directed Studies Public Policy and Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6228 Global Marketing (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6229 Export Marketing (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6245 Analysis of International Financial Information (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6250 Applied Corporate Finance I (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6251 Applied Corporate Finance II (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6252 Investments: Equity Instruments (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6253 Investments: Fixed-Income Instruments (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6254 Futures and Options (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6255 Real Asset Valuation (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6256 Option Pricing (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6257 Advanced Derivatives (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6258 International Financial Markets (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6259 International Corporate Finance (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6260 Project Management I (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6261 Project Management II (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6262 Technology in the National and International Environments (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6263 Technology Adaptation and Innovation in a Corporate Environment (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6264 Technology R and D (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6266 Multinational Management I (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6267 Multinational Management II (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6268 Comparative Management I (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6269 Comparative Management II (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6274 International E-Business Strategies (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6275 Big Data Analytics (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6276 Enterprise Resource Planning Systems Management (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6277 E-Business Energy Management (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6279 Socio-Technical Change (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6280 Current Practices in Operations Management (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6282 Introduction to Quality Management (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6284 Managing Technological Risk (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6286 International E-Business Strategies for DTI (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6287 Business Intelligence Technologies and Big Data Analytics for DTI (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6301 Multivariate Methods in Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6302 Business and Economic Forecasting (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6311 Public Management and Administration in Canada (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6313 Public Sector Financial Policy (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6315 Project and Program Evaluation (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6316 Issues in Public Policy and Administration (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6319 Management of Trade Policy (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6320 Marketing Research (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6321 Services Marketing (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6322 Consumer Behavior (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6323 Promotional Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6324 Marketing Strategy (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6325 International Marketing (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6326 Industrial and Technology Marketing (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6330 Organization Design (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6331 Managing Organizational Change (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6332 Industrial Relations (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6335 Performance Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6336 Employment and Pay Equity (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6340 Accounting for Managerial Planning and Control (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6342 Corporate Accounting and Financial Analysis (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6343 Tax Policy and Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
"ADM 6344 Auditing-Internal, External and Comprehensive (3 units)",https://catalogue.uottawa.ca/en/courses/adm/
ADM 6345 Creativity and Innovation (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6348 Tech. Policy and R and D Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6350 Corporate Finance (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6351 Management of Fixed Income Securities (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6353 Financial Instruments and Investment Strategies (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6354 International Corporate Finance (3 units),https://catalogue.uottawa.ca/en/courses/adm/
"ADM 6357 Options, Futures and Derivative Securities (3 units)",https://catalogue.uottawa.ca/en/courses/adm/
ADM 6358 Real Estate Investment and Finance (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6362 Project Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6365 Business Law (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6367 Technology Policy and Research and Development Management (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6368 Starting a Small Business (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6371 Computer Methods in Industrial Engineering (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6371I Computer Methods in Industrial Engineering (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6373 Business Telecommunication Systems (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6376 Information Systems for Decision-Making (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6377 Planning and Development of Information Systems (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6381 Managing Technological Risk (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6382 Management Analysis and Control of Production Systems (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6383 Mathematical Programming (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6385 Linear Optimization (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6385I Linear Optimization (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6386 Non-Linear Optimization (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6386I Non-Linear Optimization (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6387 Topics in Operations Research (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6387I Topics in Operations Research (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6391 Directed Readings in Administration I (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6392 Directed Readings in Administration II (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6393 Seminar in Administration I (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6394 Seminar in Administration II (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6395 Seminar in Administration III (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 63951 Seminar in Administration III (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6396 Seminar in Administration IV (3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6420 Digital Marketing (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6450 Financial Management for High-Tech Firms (1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6510 Fonctionnement et organisation gouvernementale (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6517 Main d'œuvre (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6541 Séminaire sur les systèmes publics (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6566 Gestion du personnel (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6585 Méthode probabiliste en gestion (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6660 Gestion de projet I (1.5 crédit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6661 Gestion de projet II (1.5 crédit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6677 Gestion de l'énergie pour les affaires électroniques (1.5 crédit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6701 Méthodes d'analyse multivariée en gestion (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6702 Prévision dans l'économie et dans l'entreprise (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6711 Gestion et administration publiques au Canada (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6715 Évaluation de programmes et de projets (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6716 Problèmes de politique générale et d'administration (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6719 La gestion de la politique commerciale (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6720 Méthodes de recherche en marketing (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6721 Marketing des services (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6722 Comportement du consommateur (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6723 Gestion de la promotion (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6724 Stratégie du marketing (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6725 Marketing international (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6726 Marketing des biens technologiques et industriels (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6730 Design des organisations (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6731 Gestion du changement organisationnel (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6732 Relation de travail (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6735 Gestion de la performance (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6736 Équité en matière d'emploi et équité salariale (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6740 Comptabilité pour la planification managériale et le contrôle (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6742 Comptabilité de l'entreprise et l'analyse financière (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6743 Politiques fiscales et gestion (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
"ADM 6744 La vérification interne, externe et globale (3 crédits)",https://catalogue.uottawa.ca/en/courses/adm/
ADM 6750 Finance d'entreprise (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6751 La gestion des titres à revenu fixe (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6753 Instruments financièrs et stratégies d'investissement (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6754 Gestion financière internationale (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
"ADM 6757 Options, contrats à terme et titres dérivés (3 crédits)",https://catalogue.uottawa.ca/en/courses/adm/
ADM 6758 Investissement et financement dans l'immobilier (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6762 La gestion de projets (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6763 Gestion multinationale (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6764 Gestion comparée (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6765 Droit des affaires (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6767 La technologie et la gestion de la recherche et du développement (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6768 Le lancement d'une petite et moyenne entreprise (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6773 Systèmes de télécommunication en gestion (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6776 Systèmes d'information pour la prise de décision (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6777 Planification et développement des systèmes d'information (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6781 La gestion du risque technologique (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
"ADM 6782 Gestion, analyse et contrôle des systèmes de production (3 crédits)",https://catalogue.uottawa.ca/en/courses/adm/
ADM 6783 Programmation mathématique (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6791 Lectures dirigées en administration I (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6792 Lectures dirigées en administration II (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6793 Séminaire en administration I (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6794 Séminaire en administration II (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6795 Séminaire en administration III (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6796 Séminaire en administration IV (3 crédits),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6901 Projet / Project (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6925 Marketing mondial / Global Marketing (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6931 Gestion des ressources humaines internationales / International Human Resources Management (1.5 crédit / 1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6932 Relations industrielles comparées / Comparative Industrial Relations (1.5 crédit / 1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6940 Informations financières et de gestion en milieu international / International Financial and Managerial Information (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6954 Gestion internationale du risque financier et politique de couverture / International Financial Risk and Exposure Management (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6955 Gestion mondiale et politique commerciale / Global Management and Trade Policy (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6960 Politique internationale de l'entreprise I / International Business Policy I (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6961 Politique internationale de l'entreprise II et négociation / International Business Policy II and Negotiations (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6964 Gestion interculturelle / Cross Culture Management (1.5 crédit / 1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6966 Droit international / International Law (1.5 crédit / 1.5 unit),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6970 La gestion des systèmes d'information en contexte international / Information Systems Management in an International Context (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
ADM 6980 Logistique et production multinationales / Multinational Logistics and Manufacturing (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/adm/
AMM 5101 Theory of Elasticity (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5102 Advanced Stress Analysis (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5103 Theory of Perfectly Plastic Solids (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5106 Advanced Topics in Elasticity (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5117 Introduction to Composite Materials (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5118 Introduction to Plasticity (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5119 Fracture Mechanics (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5121 Materials Selection in Engineering Design (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5122 Failure analysis of high-temperature protective coatings for aerospace applications (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5123 Microstructure and Properties of Materials (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5124 Fatigue and Damage Tolerance in Aircraft (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5125 Materials characterization techniques (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5126 Deformation of Materials (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5129 Hot Working Metals (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5130 Deformation and Fracture of Engineering Materials (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5137 Special Studies in Solid Mechanics and Materials (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5138 Advanced Topics in Advanced Materials and Manufacturing (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5144 Superalloys and Ceramix-Metal Matrix Composites (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5159 Advanced Production Planning and Control (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5168 Industrial Organization (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5179 Manufacturing System Analysis (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5182 Theory of Elastic Instability (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5317 Experimental Stress Analysis (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5345 Surfaces and Coatings (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5362 Failure Prevention (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5364 Computational Metallurgy (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5369 Metallic Phases and Transformations (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5374 Integrated Manufacturing – CIMS (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5381 Lightweight Structures (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 5396 Directed Studies (3 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 6998 Projet / Project (6 crédits / 6 units),https://catalogue.uottawa.ca/en/courses/amm/
AMM 9997 Préparation du rapport de candidature au doctorat / Preparation of Ph.D. Candidacy Paper,https://catalogue.uottawa.ca/en/courses/amm/
AMM 9998 Examen général du doctorat / PhD Comprehensive,https://catalogue.uottawa.ca/en/courses/amm/
AFR 1100 Introduction to African Studies (3 units),https://catalogue.uottawa.ca/en/courses/afr/
AFR 1500 Introduction aux études africaines (3 crédits),https://catalogue.uottawa.ca/en/courses/afr/
AFR 3101 Decolonising Research Methodologies (3 units),https://catalogue.uottawa.ca/en/courses/afr/
AFR 3102 Economic Structures and Systems in Africa (3 units),https://catalogue.uottawa.ca/en/courses/afr/
AFR 3103 Special Topic in African Studies (3 units),https://catalogue.uottawa.ca/en/courses/afr/
AFR 3501 Décolonisation des méthodologies de recherche (3 crédits),https://catalogue.uottawa.ca/en/courses/afr/
AFR 3502 Structures et systèmes économiques en Afrique (3 crédits),https://catalogue.uottawa.ca/en/courses/afr/
AFR 3503 Thème choisi en études africaines (3 crédits),https://catalogue.uottawa.ca/en/courses/afr/
AFR 4103 Special Topic in African Studies (3 units),https://catalogue.uottawa.ca/en/courses/afr/
AFR 4503 Thème choisi en études africaines (3 crédits),https://catalogue.uottawa.ca/en/courses/afr/
ASE 5101 Anatomy I: Anatomy of the Musculoskeletal System (3 units),https://catalogue.uottawa.ca/en/courses/ase/
"ASE 5102 Anatomy II: Anatomy of the Abdomen: Gastrointestinal, Renal and Reproductive Systems (3 units)",https://catalogue.uottawa.ca/en/courses/ase/
"ASE 5103 Anatomy III: Anatomy of the Head, Neck & Thorax (3 units)",https://catalogue.uottawa.ca/en/courses/ase/
ASE 5105 Applied Anatomy I (3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5106 Applied Anatomy II (3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5107 Histology and Embryology (3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5110 Scholarly Communication (3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5111 Advanced Applied Research Methods in Medical Education (3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5112 Introduction to Applied Research in Medical Education (3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5166 Seminar in Health Professions Education (3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5501 Anatomie I : anatomie de l’appareil locomoteur (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5502 Anatomie II : anatomie de l’abdomen : appareils digestif et rénal et système reproducteur (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
"ASE 5503 Anatomie III : anatomie de la tête, du cou et du thorax (3 crédits)",https://catalogue.uottawa.ca/en/courses/ase/
ASE 5505 Anatomie appliquée I (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5506 Anatomie appliquée II (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5507 Histologie et embryologie (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5510 Communications savantes (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5511 Recherche avancée en éducation médicales (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5512 Introduction à la recherche appliquée en éducation médicale (3 crédits),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5909 Formation d’anatomie et écho ciblée appliquées / Applied Point-of-Care US and Anatomy Bootcamp (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 5998 Étude et synthèse de l'enseignement sciences anatoniques / Review and Synthesis in Anatomical Sciences Education (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 59981 Review and Synthesis in Anatomical Sciences Education (Part 1 of 2),https://catalogue.uottawa.ca/en/courses/ase/
ASE 59982 Review and Synthesis in Anatomical Sciences Education (Part 2 of 2) (3 crédits / 3 units),https://catalogue.uottawa.ca/en/courses/ase/
ASE 7998 Recherche en éducation : projet de recherche / Education Scholarship: Research Project (6 crédits / 6 units),https://catalogue.uottawa.ca/en/courses/ase/
ANA 6300 Seminars (3 units),https://catalogue.uottawa.ca/en/courses/ana/
ANP 1105 Human Anatomy and Physiology I (3 units),https://catalogue.uottawa.ca/en/courses/anp/
ANP 1106 Human Anatomy and Physiology II (3 units),https://catalogue.uottawa.ca/en/courses/anp/
ANP 1107 Human Anatomy and Physiology III (3 unit... (2 MB left)
ottawa_courses.csv
2 MB